Web Link (opens in new window),URN,LAESTAB,School name,Ofsted phase,Type of education,School open date,Admissions policy,Sixth form,Designated religious character,Religious ethos,Faith grouping,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Multi-academy trust UID,Multi-academy trust name,Academy sponsor UID,Academy Sponsor Name,The income deprivation affecting children index (IDACI) quintile,Total number of pupils,Statutory lowest age,Statutory highest age,Inspection number,Inspection type,Inspection type grouping,Event type grouping,Inspection start date,Publication date,Category of concern,Safeguarding standards,Inclusion,Curriculum and teaching,Achievement,Attendance and behaviour,Personal development and wellbeing,Early years (where applicable),Post-16 provision (where applicable),Leadership and governance
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/131250,131250,9162178,Hesters Way Primary School,Primary,Community School,01/09/1998,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South West,South West,Gloucestershire,Tewkesbury,GL51 0ES,NULL,NULL,NULL,NULL,5,185,4,11,10428443,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,11/02/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/143010,143010,8002162,Widcombe Infant School,Primary,Academy Converter,01/08/2016,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South West,South West,Bath and North East Somerset,Bath,BA2 4JG,16158,Palladian Academy Trust,16156,Palladian Academy Trust,1,178,5,7,10428740,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,11/02/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/143987,143987,8863324,"Leybourne, St Peter and St Paul Church of England Primary Academy",Primary,Academy Converter,01/03/2017,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,South East,South East,Kent,Maidstone and Malling,ME19 5HD,15903,The Tenax Schools Trust,2294,The Tenax Schools Trust,1,211,4,11,10432767,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,12/02/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149530,149530,3414014,Dixons Croxteth Academy ,Secondary,Academy Sponsor Led,01/11/2022,Unknown,Has a sixth form,Does not apply,None,Non-faith,North West,North West,Liverpool,Liverpool Walton,L11 4SG,2939,DIXONS ACADEMIES TRUST,2937,Dixons Academies Trust,5,405,11,18,10429007,Academy First Section 5,Academy First Section 5,Schools - S5,06/01/2026,10/02/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Expected standard,Not applicable,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/107848,107848,3832336,Gildersome Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South West and Morley,LS27 7AB,NULL,NULL,NULL,NULL,3,380,3,11,10432161,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,10/02/2026,,Met,Needs attention,Needs attention,Expected standard,Needs attention,Needs attention,Expected standard,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/138707,138707,3844028,Horbury Academy,Secondary,Academy Converter,01/09/2012,Non-selective,Does not have a sixth form,None,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Ossett and Denby Dale,WF4 5HE,16259,ACCORD MULTI ACADEMY TRUST,NULL,NULL,3,1075,11,16,10428601,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,08/02/2026,,Met,Expected standard,Strong standard,Strong standard,Needs attention,Expected standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/110683,110683,8742215,Old Fletton Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East of England,East of England,Peterborough,North West Cambridgeshire,PE2 9DR,NULL,NULL,NULL,NULL,4,438,3,11,10428220,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,11/02/2026,,Met,Expected standard,Expected standard,Expected standard,Strong standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/106773,106773,3713318,"St Mary's Catholic Primary School, Edlington",Primary,Voluntary Aided School,01/01/1900,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Doncaster,Rawmarsh and Conisbrough,DN12 1DL,NULL,NULL,NULL,NULL,5,201,3,11,10432149,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,12/02/2026,,Met,Strong standard,Strong standard,Expected standard,Strong standard,Strong standard,Expected standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/140460,140460,3702121,West Meadows Primary School,Primary,Academy Converter,01/12/2013,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Barnsley,Barnsley South,S74 9ET,16375,HCAT,16225,HCAT,4,216,3,11,10432673,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,11/02/2026,,Met,Needs attention,Needs attention,Needs attention,Needs attention,Needs attention,Needs attention,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149335,149335,8817006,The Hawthorns School ,Special,Free School Special,01/01/2023,Non-selective,Does not have a sixth form,None,None,Non-faith,East of England,East of England,Essex,Chelmsford,CM1 2XT,5636,SEAX TRUST,5024,SEAX Trust,2,30,7,16,10428964,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,11/02/2026,,Met,Strong standard,Expected standard,Expected standard,Strong standard,Strong standard,Not applicable,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/122536,122536,8912271,Bramcote Hills Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East Midlands,East Midlands,Nottinghamshire,Broxtowe,NG9 3GE,NULL,NULL,NULL,NULL,2,413,4,11,10428390,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,03/02/2026,,Met,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/143623,143623,8082076,Bader Primary School,Primary,Academy Converter,01/09/2017,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",North East,Stockton-on-Tees,Stockton West,TS17 0BY,16169,SPARK EDUCATION TRUST,16873,Vision Academy Learning Trust,5,280,2,11,10428754,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,12/02/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/112817,112817,8303035,St Luke's CofE Primary School,Primary,Voluntary Controlled School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,East Midlands,East Midlands,Derbyshire,High Peak,SK13 7BS,NULL,NULL,NULL,NULL,2,201,4,11,10428243,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,12/02/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/105219,105219,3503315,Holy Infant and St Anthony RC Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,North West,North West,Bolton,Bolton North East,BL1 6QJ,NULL,NULL,NULL,NULL,4,201,5,11,10428157,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,12/02/2026,,Met,Expected standard,Needs attention,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/140220,140220,9332012,Willowdown Primary School,Primary,Academy Sponsor Led,01/09/2014,Non-selective,Does not have a sixth form,None,None,Non-faith,South West,South West,Somerset,Bridgwater,TA6 4FU,5253,FUTURA LEARNING PARTNERSHIP,5254,Futura Learning Partnership,4,342,2,11,10428670,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,09/02/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/139049,139049,8014005,Bridge Learning Campus,Secondary,Academy Sponsor Led,01/03/2013,Non-selective,Does not have a sixth form,None,None,Non-faith,South West,South West,Bristol,Bristol South,BS13 0RL,5122,Trust in Learning (Academies),5121,Trust in Learning (Academies),5,1241,3,16,10428617,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,03/02/2026,,Met,Needs attention,Needs attention,Needs attention,Needs attention,Needs attention,Strong standard,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/122584,122584,8912464,Beardall Fields Primary and Nursery School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East Midlands,East Midlands,Nottinghamshire,Sherwood Forest,NG15 8HY,NULL,NULL,NULL,NULL,4,433,3,11,10428392,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,11/02/2026,,Met,Expected standard,Needs attention,Expected standard,Expected standard,Strong standard,Needs attention,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/108437,108437,3912000,Dinnington First School,Primary,Foundation School,NULL,Not applicable,Does not have a sixth form,Multi-faith,Does not apply,Non-faith,"North East, Yorkshire and the Humber",North East,Newcastle upon Tyne,Cramlington and Killingworth,NE13 7JY,NULL,NULL,NULL,NULL,3,315,3,9,10432173,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,17/02/2026,,Met,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Strong standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/144349,144349,8812157,Maple Grove Primary School,Primary,Academy Sponsor Led,01/05/2017,Not applicable,Does not have a sixth form,Does not apply,Unknown,Non-faith,East of England,East of England,Essex,South Basildon and East Thurrock,SS13 3AB,3759,LION ACADEMY TRUST,3757,Lion Academy Trust,5,303,4,11,10428799,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,11/02/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/137627,137627,8014602,St Bede's Catholic College,Secondary,Academy Converter,01/11/2011,Non-selective,Has a sixth form,Roman Catholic,Does not apply,Christian,South West,South West,Bristol,Bristol North West,BS11 0SU,NULL,NULL,5577,St Bede's Catholic College,3,1315,11,18,10428551,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,08/02/2026,,Met,Expected standard,Expected standard,Expected standard,Strong standard,Strong standard,Not applicable,Expected standard,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/117271,117271,9192316,Priors Wood Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East of England,East of England,Hertfordshire,Hertford and Stortford,SG12 7HZ,NULL,NULL,NULL,NULL,3,222,3,11,10428306,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,09/02/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/144417,144417,8382029,Sherborne Primary School,Primary,Academy Converter,01/06/2017,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South West,South West,Dorset,West Dorset,DT9 4AJ,16706,Sherborne Area Schools' Trust,NULL,NULL,3,319,4,11,10428808,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,10/02/2026,,Met,Expected standard,Needs attention,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/144443,144443,9352067,Bungay Primary School,Primary,Academy Converter,01/05/2017,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East of England,East of England,Suffolk,Waveney Valley,NR35 1HA,5540,Asset Education,16453,Asset Education,4,214,3,11,10428815,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,02/02/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/140612,140612,8762000,Bridgewater Park Primary School,Primary,Academy Sponsor Led,01/04/2014,Unknown,Does not have a sixth form,Does not apply,None,Non-faith,North West,North West,Halton,Runcorn and Helsby,WA7 2LW,3372,The Heath Family (North West),4976,The Heath Family Trust,5,93,3,11,10428688,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,10/02/2026,,Met,Strong standard,Expected standard,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149406,149406,3412060,Faith Primary Academy,Primary,Academy Sponsor Led,01/11/2022,Not applicable,Does not have a sixth form,Church of England/Roman Catholic,Church of England/Roman Catholic,Christian,North West,North West,Liverpool,Liverpool Riverside,L5 3LW,15885,The Liverpool Joint Catholic and Church of England Academies Trust,15915,The Dioceses of Liverpool Joint Catholic and Church of England Academy Trust,5,198,3,11,10428977,Academy First Section 5,Academy First Section 5,Schools - S5,06/01/2026,15/02/2026,,Met,Strong standard,Expected standard,Needs attention,Strong standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/103983,103983,3332178,Causeway Green Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Sandwell,Smethwick,B68 8LX,NULL,NULL,NULL,NULL,5,430,3,11,10428130,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,03/02/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/116432,116432,8504164,Cranbourne,Secondary,Community School,NULL,Non-selective,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South East,South East,Hampshire,Basingstoke,RG21 3NP,NULL,NULL,NULL,NULL,2,987,11,16,10428291,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,10/02/2026,,Met,Expected standard,Expected standard,Expected standard,Needs attention,Strong standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149492,149492,3345200,Fordbridge Community Primary School,Primary,Academy Converter,01/03/2023,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Solihull,Meriden and Solihull East,B37 5BU,17630,PROSPER TOGETHER MULTI ACADEMY TRUST,NULL,NULL,5,522,2,11,10433005,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,06/02/2026,,Met,Strong standard,Strong standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/145371,145371,8912244,Willow Farm Primary School,Primary,Academy Converter,01/01/2018,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East Midlands,East Midlands,Nottinghamshire,Gedling,NG4 4BN,16315,EQUALS TRUST,16909,Equals Trust,2,214,2,11,10432936,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,02/02/2026,,Met,Strong standard,Expected standard,Strong standard,Expected standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/101509,101509,3042038,Park Lane Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,London,London,Brent,Brent West,HA9 7RY,NULL,NULL,NULL,NULL,3,456,3,11,10428082,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,09/02/2026,,Met,Strong standard,Expected standard,Strong standard,Expected standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/138081,138081,8563422,Sacred Heart Catholic Voluntary Academy,Primary,Academy Converter,01/04/2012,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,East Midlands,East Midlands,Leicester,Leicester East,LE5 3HH,2354,ST THOMAS AQUINAS CATHOLIC MULTI ACADEMY TRUST,NULL,NULL,4,333,3,11,10428570,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,11/02/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/146892,146892,3032068,Castilion Primary School,Primary,Academy Converter,01/04/2019,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,London,London,Bexley,Erith and Thamesmead,SE28 8QA,15787,AMADEUS PRIMARY ACADEMIES  TRUST,NULL,NULL,4,220,3,11,10428902,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,09/02/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/102850,102850,3174007,Ilford County High School,Secondary,Community School,NULL,Selective,Has a sixth form,Does not apply,Does not apply,Non-faith,London,London,Redbridge,Ilford North,IG6 2JB,NULL,NULL,NULL,NULL,2,1126,11,18,10428105,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,26/02/2026,,Met,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Strong standard,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/144724,144724,8012114,St Mary Redcliffe Church of England Primary School,Primary,Academy Sponsor Led,01/07/2017,Not applicable,Not applicable,Church of England,Unknown,Christian,South West,South West,Bristol,Bristol South,BS3 4DP,16340,Lighthouse Schools Partnership,16180,Lighthouse Schools Partnership,4,398,3,11,10432837,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,03/02/2026,,Met,Needs attention,Needs attention,Needs attention,Needs attention,Needs attention,Needs attention,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/136146,136146,8086906,North Shore Academy,Secondary,Academy Sponsor Led,01/09/2010,Non-selective,Not applicable,Does not apply,None,Non-faith,"North East, Yorkshire and the Humber",North East,Stockton-on-Tees,Stockton North,TS20 2AY,4036,NORTHERN EDUCATION TRUST,4035,Northern Education Trust,5,816,11,16,10428500,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,16/02/2026,,Met,Strong standard,Strong standard,Strong standard,Expected standard,Strong standard,Not applicable,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/144927,144927,8022287,Oldmixon Primary School,Primary,Academy Converter,01/10/2017,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South West,South West,North Somerset,Weston-Super-Mare,BS24 9DA,16847,EXTEND LEARNING ACADEMIES NETWORK,16940,Extend Learning Academies Network,5,239,2,11,10432881,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,02/02/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Expected standard,Strong standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/102409,102409,3122065,Warrender Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,London,London,Hillingdon,"Ruislip, Northwood and Pinner",HA4 8QG,NULL,NULL,NULL,NULL,2,434,3,11,10428097,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,11/02/2026,,Met,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/122741,122741,8913004,St Edmund's CofE (C) Primary & Nursery School,Primary,Voluntary Controlled School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,East Midlands,East Midlands,Nottinghamshire,Mansfield,NG19 9JU,NULL,NULL,NULL,NULL,4,241,3,11,10428394,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,09/02/2026,,Met,Needs attention,Expected standard,Expected standard,Expected standard,Expected standard,Needs attention,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/134353,134353,8603492,St Lukes CofE Primary School,Primary,Voluntary Controlled School,01/01/2005,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,West Midlands,West Midlands,Staffordshire,Cannock Chase,WS11 1HN,NULL,NULL,NULL,NULL,3,411,3,11,10428469,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,02/02/2026,,Met,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/125028,125028,9362359,Prior Heath Infant School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South East,South East,Surrey,Surrey Heath,GU15 1DA,NULL,NULL,NULL,NULL,1,180,4,7,10428414,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,08/02/2026,,Met,Expected standard,Needs attention,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/108371,108371,3902224,Wardley Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",North East,Gateshead,Jarrow and Gateshead East,NE10 8TX,NULL,NULL,NULL,NULL,4,289,3,11,10432172,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,11/02/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/142042,142042,8304005,St Philip Howard Catholic Voluntary Academy,Secondary,Academy Sponsor Led,01/09/2015,Non-selective,Does not have a sixth form,Roman Catholic,None,Christian,East Midlands,East Midlands,Derbyshire,High Peak,SK13 8DR,4442,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,16216,St Ralph Sherwin Catholic Multi Academy Trust,2,572,11,16,10428716,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,08/02/2026,,Met,Expected standard,Expected standard,Expected standard,Strong standard,Strong standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/126069,126069,9384028,Bourne Community College,Secondary,Foundation School,NULL,Non-selective,Does not have a sixth form,None,Does not apply,Non-faith,South East,South East,West Sussex,Chichester,PO10 8PJ,NULL,NULL,NULL,NULL,2,729,11,16,10428427,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,04/02/2026,,Met,Expected standard,Needs attention,Needs attention,Needs attention,Expected standard,Not applicable,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/100975,100975,2114507,Central Foundation Girls' School,Secondary,Voluntary Aided School,NULL,Non-selective,Has a sixth form,None,Does not apply,Non-faith,London,London,Tower Hamlets,Stratford and Bow,E3 2AE,NULL,NULL,NULL,NULL,5,1541,11,19,10428074,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,02/02/2026,,Met,Strong standard,Expected standard,Strong standard,Strong standard,Strong standard,Not applicable,Expected standard,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/117518,117518,9194066,Barnwell School,Secondary,Foundation School,NULL,Non-selective,Has a sixth form,Does not apply,Does not apply,Non-faith,East of England,East of England,Hertfordshire,Stevenage,SG2 9SW,NULL,NULL,NULL,NULL,3,1315,11,18,10432338,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,10/02/2026,,Met,Strong standard,Expected standard,Needs attention,Needs attention,Expected standard,Not applicable,Expected standard,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/112659,112659,8302283,Cavendish Junior School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East Midlands,East Midlands,Derbyshire,Chesterfield,S41 8TD,NULL,NULL,NULL,NULL,4,100,7,11,10428242,S5 Inspection,S5 Inspection,Schools - S5,06/01/2026,02/02/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Expected standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/120195,120195,8553307,Kilby St Mary's Church of England Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,East Midlands,East Midlands,Leicestershire,South Leicestershire,LE18 3TD,NULL,NULL,NULL,NULL,2,80,3,11,10428374,S5 Inspection,S5 Inspection,Schools - S5,07/01/2026,04/02/2026,,Met,Expected standard,Needs attention,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/121460,121460,8152418,"Selby, Longman's Hill Community Primary School",Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,North Yorkshire,Selby,YO8 9BG,NULL,NULL,NULL,NULL,2,192,4,11,10432405,S5 Inspection,S5 Inspection,Schools - S5,07/01/2026,18/02/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/136401,136401,8454612,The Hastings Academy,Secondary,Academy Sponsor Led,01/09/2011,Non-selective,Not applicable,Does not apply,None,Non-faith,South East,South East,East Sussex,Hastings and Rye,TN35 5DN,3339,UNIVERSITY OF BRIGHTON ACADEMIES TRUST,5151,University of Brighton,5,808,11,16,10432529,S5 Inspection,S5 Inspection,Schools - S5,13/01/2026,09/02/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Expected standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149661,149661,8052000,Ward Jackson Church of England Primary School,Primary,Academy Converter,01/04/2023,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",North East,Hartlepool,Hartlepool,TS24 7LE,16868,DURHAM AND NEWCASTLE DIOCESAN LEARNING TRUST,17235,Durham and Newcastle Diocesan Learning Trust,5,98,2,11,10433045,S5 Inspection,S5 Inspection,Schools - S5,13/01/2026,17/02/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/117433,117433,9193335,Great Gaddesden Church of England Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,East of England,East of England,Hertfordshire,Harpenden and Berkhamsted,HP1 3BT,NULL,NULL,NULL,NULL,2,76,3,11,10428310,S5 Inspection,S5 Inspection,Schools - S5,13/01/2026,09/02/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
