URN,LAESTAB,School name,Type of education,School type,School open date,Sixth Form,Religious character,Religious ethos,Faith grouping,Inspectorate,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Total number of pupils,Inspection number of latest REIF standard inspection,Inspection type,Inspection type grouping,Inspection start date,Publication date,Safeguarding standards,Inclusion,Curriculum and teaching,Achievement,Attendance and behaviour,Personal development and wellbeing,Early years (where applicable),Post-16 provision (where applicable),Leadership and governance,Inspection number of latest OEIF standard inspection,Inspection type of latest OEIF standard inspection,Inspection type grouping of latest OEIF standard inspection,Inspection start date of latest OEIF standard inspection,Publication date of latest OEIF standard inspection,Latest OEIF overall effectiveness,Latest OEIF quality of education,Latest OEIF behaviour and attitudes,Latest OEIF personal development,Latest OEIF effectiveness of leadership and management,Latest OEIF safeguarding is effective?,Latest OEIF early years provision (where applicable),Latest OEIF sixth form provision (where applicable),Most recent standard inspection: School complies with registration agreement (GIAS)?,Most recent standard inspection: Overall compliance with ISS,Most recent standard inspection: Part 1 overall,Most recent standard inspection: Part 2 overall,Most recent standard inspection: Part 3 overall,Most recent standard inspection: Part 4 overall,Most recent standard inspection: Part 5 overall,Most recent standard inspection: Part 6 overall,Most recent standard inspection: Part 7 overall,Most recent standard inspection: Part 8 overall,Most recent progress monitoring: inspection number,Most recent progress monitoring: inspection type,Most recent progress monitoring: start date,Most recent progress monitoring: academic year,Most recent progress monitoring: publication date,Most recent progress monitoring: overall outcome,
151208,3436010,Educ8 Southport,Other Independent Special School,Independent special school,29/11/2024,Not applicable,Unknown,None,Non-faith,Ofsted,North West,North West,Sefton,Southport,PR8 6DG,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151218,8236003,Claystone School,Other Independent Special School,Independent special school,26/11/2024,Not applicable,Unknown,None,Non-faith,Ofsted,East of England,East of England,Central Bedfordshire,Luton South and South Bedfordshire,LU1 4LL,1,10427427,Independent school standard inspection - first,Independent standard inspection,03/02/2026,23/03/2026,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Not applicable,Expected standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
151219,3536026,Chances Mentoring,Other Independent Special School,Independent special school,27/09/2024,Not applicable,Unknown,None,Non-faith,Ofsted,North West,North West,Oldham,"Oldham West, Chadderton and Royton",OL9 9JT,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151231,9376049,Fortitude School,Other Independent Special School,Independent special school,19/11/2024,Not applicable,Unknown,None,Non-faith,Ofsted,West Midlands,West Midlands,Warwickshire,Stratford-on-Avon,B49 5HJ,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10395741,Independent school standard inspection - first,Independent Standard Inspection,24/06/2025,14/07/2025,3,3,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
151237,9416003,Hampton Bridge School,Other Independent Special School,Independent special school,26/03/2025,Not applicable,None,None,Non-faith,Ofsted,East Midlands,East Midlands,West Northamptonshire,Northampton North,NN2 6AF,NULL,10427429,Independent school standard inspection - first,Independent standard inspection,27/01/2026,12/03/2026,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Not applicable,Expected standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
151242,3716016,Journey Education Group,Other Independent Special School,Independent special school,28/01/2025,Not applicable,None,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Doncaster,Doncaster Central,DN4 8QN,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151243,3536027,Supreme Start Ltd,Other Independent Special School,Independent special school,24/09/2024,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Oldham,"Oldham West, Chadderton and Royton",OL2 5PJ,5,10427431,Independent school standard inspection - first,Independent standard inspection,27/01/2026,23/03/2026,Not met,Urgent improvement,Urgent improvement,Urgent improvement,Urgent improvement,Urgent improvement,Not applicable,Not applicable,Urgent improvement,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,Did not meet all standards,Not met,Not met,Not met,Met,Not met,Not met,Not met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
151319,8836004,The Light Christian School,Other Independent School,Independent faith school,10/02/2025,Does not have a sixth form,Unknown,Christian,Christian,Ofsted,East of England,East of England,Thurrock,Thurrock,RM17 5DF,NULL,10427432,Independent school standard inspection - first,Independent standard inspection,03/02/2026,19/04/2026,Met,Needs attention,Urgent improvement,Needs attention,Strong standard,Needs attention,Urgent improvement,Not applicable,Urgent improvement,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,Did not meet all standards,Not met,Met,Met,Met,Met,Met,Met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
151332,8016041,Elmtree Grove School Ltd,Other Independent Special School,Independent special school,18/11/2024,Not applicable,Unknown,None,Non-faith,Ofsted,South West,South West,Bristol,Bristol North East,BS16 2RG,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151334,3716017,Thorneberry School,Other Independent Special School,Independent special school,12/06/2025,Not applicable,Unknown,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Doncaster,Doncaster East and the Isle of Axholme,DN8 5LH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151335,8316018,Include - St Matthews,Other Independent Special School,Independent special school,27/12/2024,Not applicable,Unknown,None,Non-faith,Ofsted,East Midlands,East Midlands,Derby,Derby North,DE22 1DQ,12,10427434,Independent school standard inspection - first,Independent standard inspection,03/02/2026,19/04/2026,Met,Needs attention,Needs attention,Needs attention,Needs attention,Needs attention,Not applicable,Not applicable,Needs attention,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,Did not meet all standards,Not met,Met,Met,Met,Met,Met,Met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
151336,8506118,All's Well,Other Independent Special School,Independent special school,07/04/2025,Not applicable,None,None,Non-faith,Ofsted,South East,South East,Hampshire,Fareham and Waterlooville,PO16 7AF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151346,3446026,Horizons Independent School,Other Independent Special School,Independent special school,13/02/2025,Not applicable,Unknown,None,Non-faith,Ofsted,North West,North West,Wirral,Birkenhead,CH42 8NU,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151376,3436011,Foundations for LIFE School,Other Independent Special School,Independent special school,14/02/2025,Not applicable,Unknown,None,Non-faith,Ofsted,North West,North West,Sefton,Bootle,L30 4UE,NULL,10427437,Independent school standard inspection - first,Independent standard inspection,10/02/2026,26/04/2026,Met,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Not applicable,Expected standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
151387,3596008,My Oasis Therapeutic Alternative Provision,Other Independent Special School,Independent special school,16/01/2025,Does not have a sixth form,None,None,Non-faith,Ofsted,North West,North West,Wigan,Wigan,WN6 0DA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151391,3546048,Whitehall Academy,Other Independent Special School,Independent special school,05/03/2025,Not applicable,Unknown,None,Non-faith,Ofsted,North West,North West,Rochdale,Rochdale,OL12 0LN,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151393,3536028,EdStart Schools Oldham and Rochdale,Other Independent Special School,Independent special school,13/03/2025,Not applicable,Unknown,None,Non-faith,Ofsted,North West,North West,Oldham,"Oldham West, Chadderton and Royton",OL9 6TR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151426,3536029,Path 4,Other Independent Special School,Independent special school,03/02/2025,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Oldham,"Oldham West, Chadderton and Royton",OL9 6QH,NULL,10427441,Independent school standard inspection - first,Independent standard inspection,10/02/2026,19/04/2026,Met,Needs attention,Needs attention,Needs attention,Needs attention,Needs attention,Not applicable,Not applicable,Needs attention,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,Did not meet all standards,Not met,Met,Met,Met,Met,Met,Met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
151427,8856094,Graduately Developing Futures,Other Independent Special School,Independent special school,28/05/2025,Not applicable,Unknown,None,Non-faith,Ofsted,West Midlands,West Midlands,Worcestershire,Bromsgrove,B48 7BB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151434,3826036,Barraclough Hall School,Other Independent Special School,Independent special school,28/01/2025,Not applicable,Unknown,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Huddersfield,HD2 2AL,NULL,10427442,Independent school standard inspection - first,Independent standard inspection,03/02/2026,19/04/2026,Met,Strong standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Not applicable,Strong standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
151437,8966024,Oak Cottage,Other Independent Special School,Independent special school,02/04/2025,Not applicable,Unknown,None,Non-faith,Ofsted,North West,North West,Cheshire West and Chester,Tatton,WA16 9LU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151438,8616045,Wonder Star School,Other Independent Special School,Independent special school,25/04/2025,Not applicable,Unknown,None,Non-faith,Ofsted,West Midlands,West Midlands,Stoke-on-Trent,Congleton,ST7 3SD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151440,8966026,Fern House School and College,Other Independent Special School,Independent special school,14/05/2025,Not applicable,Unknown,None,Non-faith,Ofsted,North West,North West,Cheshire West and Chester,Runcorn and Helsby,WA6 6LB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151446,3056021,Woodside Park School,Other Independent Special School,Independent special school,03/04/2025,Not applicable,Unknown,None,Non-faith,Ofsted,London,London,Bromley,Beckenham and Penge,SE20 8QU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151449,8606101,Sycamore Meadow Outdoor Learning Centre,Other Independent Special School,Independent special school,02/05/2025,Not applicable,Unknown,None,Non-faith,Ofsted,West Midlands,West Midlands,Staffordshire,Stoke-on-Trent South,ST10 2NT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151452,3546049,Nuqtah Primary School,Other Independent School,Independent faith school,29/01/2025,Does not have a sixth form,Unknown,Islam,Muslim,Ofsted,North West,North West,Rochdale,Rochdale,OL11 1QH,NULL,10427443,Independent school standard inspection - first,Independent standard inspection,10/02/2026,07/04/2026,Met,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Not applicable,Strong standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
151474,3176016,Apex Secondary School for Girls,Other Independent School,Other independent school,06/02/2025,Does not have a sixth form,Unknown,None,Non-faith,Ofsted,London,London,Redbridge,Ilford North,IG1 4UA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151475,3176017,Apex Secondary School for Boys,Other Independent School,Other independent school,06/02/2025,Does not have a sixth form,Unknown,None,Non-faith,Ofsted,London,London,Redbridge,Ilford North,IG1 4UA,NULL,10427445,Independent school standard inspection - first,Independent standard inspection,24/02/2026,28/04/2026,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Not applicable,Expected standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
151476,3046013,Mapesbury School,Other Independent Special School,Independent special school,18/03/2025,Not applicable,Unknown,None,Non-faith,Ofsted,London,London,Brent,Brent East,NW2 3BS,NULL,10427446,Independent school standard inspection - first,Independent standard inspection,03/02/2026,25/03/2026,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Not applicable,Expected standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
151477,3926002,Benton House School,Other Independent Special School,Independent special school,09/06/2025,Not applicable,Unknown,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",North East,North Tyneside,Newcastle upon Tyne North,NE7 7XE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151478,8716011,Hillingdon Grange School,Other Independent Special School,Independent special school,28/05/2025,Not applicable,None,None,Non-faith,Ofsted,South East,South East,Slough,Slough,SL3 7LR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151489,9366077,Minerva May School,Other Independent Special School,Independent special school,08/04/2025,Not applicable,Unknown,None,Non-faith,Ofsted,South East,South East,Surrey,Dorking and Horley,RH6 9UU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151492,3116005,Edullect Academy Independent School,Other Independent School,Independent faith school,05/06/2025,Does not have a sixth form,Islam,Islam,Muslim,Ofsted,London,London,Havering,Hornchurch and Upminster,RM3 8SB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151493,8866187,Kings Park School,Other Independent Special School,Independent special school,26/03/2025,Not applicable,None,Christian,Christian,Ofsted,South East,South East,Kent,Ashford,TN23 3NZ,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151496,3366020,School of Coding AEP Limited,Other Independent School,Other independent school,04/06/2025,Does not have a sixth form,Unknown,None,Non-faith,Ofsted,West Midlands,West Midlands,Wolverhampton,Wolverhampton West,WV9 5HB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151502,8136022,Tle Independent School,Other Independent Special School,Independent special school,27/03/2025,Not applicable,Unknown,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,North Lincolnshire,Scunthorpe,DN16 1SA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151506,8656068,Robins Way School,Other Independent Special School,Independent special school,04/07/2025,Not applicable,None,None,Non-faith,Ofsted,South West,South West,Wiltshire,East Wiltshire,SP4 8JT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151553,9256070,Three Chestnuts,Other Independent Special School,Independent special school,19/05/2025,Not applicable,Unknown,None,Non-faith,Ofsted,East Midlands,East Midlands,Lincolnshire,South Holland and The Deepings,PE12 8QD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151568,9256071,Car Dyke School,Other Independent Special School,Independent special school,09/07/2025,Not applicable,Unknown,None,Non-faith,Ofsted,East Midlands,East Midlands,Lincolnshire,Grantham and Bourne,PE10 0TL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151569,3436013,The Motiv8 School,Other Independent Special School,Independent special school,09/04/2025,Not applicable,Unknown,None,Non-faith,Ofsted,North West,North West,Sefton,Bootle,L30 1RQ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151571,8856097,St Michael Abbey School,Other Independent School,Other independent school,14/08/2025,Has a sixth form,Unknown,None,Non-faith,Ofsted,West Midlands,West Midlands,Worcestershire,West Worcestershire,WR15 8PH,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151613,8906013,Norman House Independent School,Other Independent Special School,Independent special school,02/06/2025,Not applicable,Unknown,None,Non-faith,Ofsted,North West,North West,Blackpool,Fylde,FY3 7PP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151616,8956040,TILT Education,Other Independent Special School,Independent special school,23/06/2025,Not applicable,Unknown,None,Non-faith,Ofsted,North West,North West,Cheshire East,Congleton,ST7 2UX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151618,8156059,Darwin School,Other Independent School,Other independent school,22/05/2025,Does not have a sixth form,Unknown,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,North Yorkshire,Skipton and Ripon,YO7 4PT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151619,8956041,Cheshire Hall School,Other Independent Special School,Independent special school,26/06/2025,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Cheshire East,Congleton,CW11 4TF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151622,8966034,Adventure Wellbeing School,Other Independent Special School,Independent special school,07/05/2025,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Cheshire West and Chester,Mid Cheshire,CW9 7TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
151624,9256072,Meadows View School,Other Independent Special School,Independent special school,01/05/2025,Not applicable,Unknown,None,Non-faith,Ofsted,East Midlands,East Midlands,Lincolnshire,Rutland and Stamford,PE9 2JL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
